nickname,userProvince,userLevelName,userClientShow,isMobile,score,creationTime,referenceTime,days,referenceId,content
j***j,,PLUS会员[试用],来自京东Android客户端,TRUE,5,2016/11/12 20:40,2016/11/11 0:14,1,1665416,昨天拍的今天就送到了，比想像的快，商家真的很好，打开看了，还真漂亮，最主要的是价钱便宜，物超所值，比较不错的一次网购。
j***j,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 20:33,2016/11/10 0:04,2,1665416,以最快的速度飞到身边，洗衣机外观相当大气，上档次，安装哥热情周到，相当满意的一次网购。
你***笑,重庆,金牌会员,来自京东iPhone客户端,TRUE,4,2016/11/12 20:27,2016/11/4 7:30,8,1665416,物流很快，因为双十一，安装师傅来安装的时间一拖再拖，周一到的，周五才来安装&hellip;&hellip;
梁***歌,江苏,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 20:24,2016/11/10 12:23,2,1665416,物流超快，送货人员态度热情给五分，洗衣机还没撒包用的，海尔的服务一定好
j***s,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 20:20,2016/11/10 22:50,2,1665416,东西真心的不错，声音小，很适合郑州这样的天气；安装师傅很热情，详细讲解各个使用功能，支持国产，支持海尔
d***e,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 20:20,2016/11/10 2:59,2,1665416,双十一期间就预约了，夜里睡过了，凌晨3点一看还有就下单了，没两天就到货了，大件儿物品还是很信任京东的，2749就拿下了，洗烘一体的，太值了，海尔做洗衣机的鼻祖了在国内，洗衣机今天用了，洗的干净，头一次用还在学习中，洗的时间感觉有点长，不知道大家购买后是不是也这样，洗完之后外边没有水渍的残留很不错。
z***l,山西,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 20:14,2016/11/10 21:22,2,1665416,物流特别快，双十一都不拖延，十一买十二就到，高尚大的品牌，不错没得说，产品牛，服务赞！
a***4,辽宁,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 20:10,2016/11/10 18:02,2,1665416,洗衣机到了，，包装还没打开，明天等售后的来，送货也挺快，送货到屋，挺满意，希望机器没啥毛病，
GG东京,浙江,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 20:09,2016/11/10 0:03,2,1665416,洗衣机很漂亮，安装师傅也很细心，还没洗衣服，唯一美中不足的是洗衣机不运转时不能开童锁。总体满意吧。
l***r,福建,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 20:03,2016/11/10 0:14,2,1665416,海尔海尔海尔售后送货上门安装调试搬上来住他都不错支持还
键***儿,上海,企业会员,来自京东Android客户端,TRUE,5,2016/11/12 19:49,2016/11/10 21:48,2,1665416,洗衣声音很清，衣服不缠绕。试了一下烘干功能，两个半小时效果还行，基本干了。
j***贝,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 19:33,2016/11/10 19:49,2,1665416,京东怏快的&hellip;&hellip;物流给力&hellip;&hellip;洗衣机待使用、再牢价&hellip;&hellip;
喵***0,河北,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 19:30,2016/11/10 16:30,2,1665416,不错哦
风***王,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 19:21,2016/11/10 0:05,2,1665416,感觉带烘干功能的洗衣机比较适合上班族，比较省事，而且北京这个天气，在户外晾，也不省心，有烘干呢，晚上洗了，第二天就能穿，内衣内裤的还能用90度的热水烫洗下再烘干，怕皱的衣物可以用下挂烫机，床单被罩就无所谓啦，躺两天就平了，单身狗必备
j***2,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 19:01,2016/10/24 14:26,19,1665416,这款洗衣机，我们一家好几个亲戚都在用，用了一段时间才过来写评价。洗的挺干净，也比较节约水。家人都很满意。不过脱水的时候还是有点山摇地动。送货时间也很快。很赞\(≧▽≦)/
听风的小草,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 18:50,2016/11/10 0:29,2,1665416,第二天就送货同时安装，京东的物流绝对给力。洗衣机很满意，白色背光的显示器看着很清楚，漂洗次数可以自己加，最多可以9次，再也不用担心漂不干净了，而且机器运行声音很小，基本只有水泵有点声音，马达几乎没声音。新机器第一天就用了，第一次空洗了一下，发现还是有些类似塑料粉末的东西，还好没有直接洗宝宝的衣服。烘干也试了，烘出来确实是蓬松的，但是可能是第一次的关系，塑料味很重，用用应该就好了，放进去拿出来可以直接穿。?
启***博,,钻石会员,,FALSE,5,2016/11/12 18:40,2016/11/2 7:41,10,1665416,很不错的洗衣机，声音很小，满意。
j***9,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 18:39,2016/11/10 6:52,2,1665416,服务态度非常好！商品也很好
jd_有量,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 18:10,2016/11/10 0:03,2,1665416,实物比图片好，确实不错，超静音，比我的老三星好多了，既省水又容量大。支持国货，以后还会继续支持。
m***8,,银牌会员,,FALSE,5,2016/11/12 18:06,2016/11/10 16:11,2,1665416,双十一买的，送货员服务也很好，很快就安装好了。自己第一次用滚筒的洗衣机，相比以前用的波轮洗衣声音不大，不过时间稍长(是正常情况)。这次购物东西还很满意
花***林,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 18:01,2016/9/20 17:52,53,1665416,挺好用的，就是烘干后纯棉材质皱的厉害
肖***吉,,PLUS会员[试用],来自京东Android客户端,TRUE,5,2016/11/12 18:01,2016/10/26 22:26,17,1665416,老妈用了说不错，第一次在网上买大件家电！
1***m,江苏,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 18:00,2016/11/10 21:01,2,1665416,品牌的就是不一样，好用，没噪音，物流快，师傅服务好，介绍朋友用此品牌
j***8,福建,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 17:06,2016/11/10 0:07,2,1665416,不错，到货快，安装师傅也很专业，机子噪音小，颜值高！
吴***A,江苏,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 16:53,2016/11/10 0:11,2,1665416,送货师傅很用心，但是安排送货的一点都不满意，说好时间没兑现！
s***s,吉林,钻石会员,,FALSE,1,2016/11/12 16:53,2016/8/24 17:43,80,1665416,退货了
m***6,重庆,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/12 16:48,2016/11/10 0:11,2,1665416,不错，速度相当的快，我说周末有事不能接货，马上就提前安排了。洗衣机还没到，安装师傅的电话就开始预约，2小时内，安装就到位。就效率来说必须手工点赞。
坑***坑,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 16:09,2016/11/2 9:43,10,1665416,收到货就赶紧洗了好几次衣服，各种模式都试了试，超好用，够大洗的衣服也多，晾了一阳台！
w***d,湖北,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 16:05,2016/11/10 13:54,2,1665416,帮妹妹买的，她挑选了好多款，最后挑选了这个，喜欢。
o***1,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 15:42,2016/11/1 22:01,11,1665416,送货速度快，还没用，不过相信品牌。
z***w,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 15:39,2016/11/11 0:09,1,1665416,看着挺好的，操作也简单，好评！尤为物流点赞！
n***0,,金牌会员,来自京东iPhone客户端,TRUE,4,2016/11/12 15:20,2016/11/10 10:05,2,1665416,安装后就迫不及待的试用了，不管是宝贝的外观造型、功能使用，还是配送速度及安装小哥的态度，都非常满意，希望质量能经的起考验。
j***8,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 15:19,2016/11/10 11:44,2,1665416,送回家里用的，具体还不知道怎么样，不过相信京东品质！
j***i,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 15:08,2016/11/10 21:35,2,1665416,好&hellip;&hellip;
我***草,四川,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 15:04,2016/11/10 0:08,2,1665416,非常好，无论送货速度还是上门安装都很准时快速，还是信任京东的服务品质
j***w,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 14:52,2016/8/23 22:43,81,1665416,京东的物流超赞，产品更加赞，大家电不二的选择平台
s***9,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 14:43,2016/11/10 0:46,2,1665416,送货挺快，就是客服太差
Q***Q,广东,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 14:42,2016/11/10 23:33,2,1665416,ok
l***8,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 14:28,2016/11/11 8:57,1,1665416,还是有声音的 不过不大声 个人觉得功能上少了一个儿童?总体来说如果质量过硬的话性价比不错
p***2,四川,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 14:13,2016/11/10 0:12,2,1665416,双十一买的，性价比提高，就是烘干太耗时了，几件衣服烘了两个半小时。
古***军,北京,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 14:10,2016/11/10 9:23,2,1665416,海尔的产品还不错，试了下洗衣还可以
雪***碧,,金牌会员,来自京东iPhone客户端,TRUE,4,2016/11/12 14:08,2016/11/10 23:27,2,1665416,神速 11.10号晚上十一点买的 第二天双十一 下午就送来安好了  就是不满意 加了个座子 要一百五。硬是不还价 真坑
仁***猪,江苏,钻石会员,,FALSE,5,2016/11/12 14:04,2016/11/10 0:01,2,1665416,今年的双十一格外给力，价格好！下单双11当天就送货上门了！火箭速度！安装师傅态度也非常好，全免费安装，并且耐心和我妈妈讲解了简易使用的方法；海尔国产大品牌值得信赖，买此洗衣机主要就是冲着 洗烘一体去的，南方潮湿多雨，有此利器，我家宝宝再也不愁衣服不干了，安装好后下午就小试牛刀，5件衣服直接洗完烘干，拿出来就可以穿了！
j***f,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 14:01,2016/11/10 12:43,2,1665416,感觉一级棒，送货也快，很不错的一次网购，相信京东
j***d,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 13:48,2016/11/4 4:22,8,1665416,洗衣服很干净，声音也很小，服务更不用说了，非常好，想买的伙伴们不要犹如了，快下手吧
1***i,陕西,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 13:41,2016/11/10 9:05,2,1665416,给妈妈买的，双十一前一天买的，第二天到货，师傅送货上门并细心安装，无隐形消费，妈妈很开心，很满意的一次购物，机子还没用，用完追评，十一价格很美丽，而且送200元话费卷。愿京东生意红火，越做越好。
j***a,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 13:28,2016/11/10 22:47,2,1665416,送货速度快！日日顺的送货服务态度好！给装上收拾好走的！很喜欢这个烘干功能！很智能！我家里以前就有海尔洗衣机！所以继续支持海尔！没有像大家说的那么不好！
j***o,河南,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 13:28,2016/11/4 0:01,8,1665416,烘干功能还没用，洗衣服还行，声音有点大
j***4,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 13:03,2016/11/10 15:00,2,1665416,京东的送货速度非常快，非常好的一次购物
j***1,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 12:59,2016/10/24 13:05,19,1665416,哈哈哈 烘干效果一般般
黑***刀,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 12:55,2016/9/27 12:04,46,1665416,货到了基本上就没怎么闲着?
l***u,上海,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 12:27,2016/11/5 14:06,7,1665416,用了几次还可以，安装师傅也不错
j***3,湖北,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 11:05,2016/11/10 15:28,2,1665416,送货迅速及时，安装到位，无任何副加费用，并且告知使用方法，不错，用后再赞
花***花,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 10:52,2016/11/10 11:00,2,1665416,大牌应该不错吧，还没使用。
j***g,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 10:50,2016/10/18 16:04,25,1665416,还行用了几次，不过就是有点吵了
g***8,广西,PLUS会员,来自京东iPhone客户端,TRUE,4,2016/11/12 10:48,2016/11/5 12:56,7,1665416,机器还行，就算声音有一点大
轻***1,安徽,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 10:46,2016/11/1 0:02,11,1665416,感觉好高大上，颜值高，用了还好。
w***9,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 10:39,2016/11/1 7:18,11,1665416,买了还没用。快递服务很好帮忙给安装。
j***w,湖北,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 10:24,2016/11/10 7:24,2,1665416,相当不错，速度快，物流给力，东西也很实惠。
k***f,上海,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 10:24,2016/11/5 9:06,7,1665416,用了几天很满意，支持国货，支持海尔，支持京东。
f***1,广东,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 10:19,2016/11/5 21:10,7,1665416,很好
j***e,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 10:08,2016/11/10 18:18,2,1665416,洗衣机非常好，很好用，有点声音，几乎听不到的，很好用，功能好多，很开心，送货也很快，非常感谢京东，棒棒的。
q***2,安徽,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 9:39,2016/11/1 0:06,11,1665416,给家里买的，老爸说很好，让我给五星好评，哈哈哈。。物流很给力哦。。。
1***9,江苏,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 9:38,2016/11/1 0:03,11,1665416,服务很好，满意
j***3,内蒙古,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 9:22,2016/11/1 8:50,11,1665416,感觉挺好的，也对得起这个价格了，同时支持国产，以往以后能一直用下去！
爱***印,江苏,企业会员,来自京东Android客户端,TRUE,5,2016/11/12 9:19,2016/11/10 0:00,2,1665416,好，很不错很好看，很有科技感。抢购的很便宜呀不过感觉声音好像有点大晚上洗衣服还是有点吵的。。第一次用滚筒洗衣机
s***8,,PLUS会员,,FALSE,5,2016/11/12 9:07,2016/11/5 11:30,7,1665416,不错
j***1,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 9:06,2016/11/10 1:23,2,1665416,物流快，安装师傅比较热心，阳台比较窄，都很热心的慢慢安装，洗衣机昨天晚上试用了一下非常干净
追***式,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 8:57,2016/11/10 0:04,2,1665416,超级棒的！10号买得11号就收到了，而且洗衣机非常的漂亮，昨晚试用了一下，洗衣机很智能的，只要把衣服放进去，它滚动一下，就能自动称重加水，洗衣服声音很小，甩干动静不大，洗出来的衣服也很干净！很满意！
j***8,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 8:56,2016/11/10 0:19,2,1665416,很好用，赶上双11.优惠多多。
j***2,广东,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 8:53,2016/11/10 18:01,2,1665416,第二天就收到，送货速度很快，双十一比某猫还便宜几十元，支持京东。
z***5,广东,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 8:45,2016/11/10 13:12,2,1665416,物流真心是快，试用了很满意
N***s,,金牌会员,来自微信购物,FALSE,5,2016/11/12 8:36,2016/11/10 9:47,2,1665416,挺满意的...声音小
宿***民,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 8:36,2016/11/10 0:11,2,1665416,宝贝很好，物流也快，相信海尔。
慕***蓝,广东,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 8:23,2016/11/4 0:40,8,1665416,送货很快，安装师父很专业，每个位置都打水平安装！新洗衣机味道有点大！再用用看！
k***2,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 8:18,2016/9/6 23:55,67,1665416,还不错，衣服不打结，带烘干
粥***下,江苏,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 7:42,2016/11/10 20:14,2,1665416,很大一个家伙，看做工绝对对的起这个价钱，双十一特惠，后续用过再补评
j***n,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 7:22,2016/11/10 0:17,2,1665416,还是挺不错的，还没用，用好后在评价
z***x,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 7:18,2016/11/10 0:02,2,1665416,好，很好，非常好。
j***z,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 7:14,2016/11/10 12:34,2,1665416,货已收到，产品外观完美，快递小哥服务完美，等待明天安装师傅上门，享受好的生活
j***笑,天津,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 7:09,2016/11/10 13:08,2,1665416,机器非常好！快递速度好！安装人员好！京东都好！
f***a,山西,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 7:02,2016/11/10 23:59,2,1665416,洗衣机很好
没***呀,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 6:56,2016/8/15 21:04,89,1665416,洗的衣服不怎么干净
j***p,,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/12 6:39,2016/11/1 0:02,11,1665416,质量好，优惠。质量好，优惠。质量好，优惠。质量好，优惠。质量好，优惠。质量好，优惠。
j***3,四川,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 6:17,2016/11/2 5:41,10,1665416,好评好评好评好评好评好评好评好评好评好评好评好评
妍***湾,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/12 1:15,2016/9/21 15:14,52,1665416,很不错的宝贝，自己很喜欢就好。
拾***5,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 1:13,2016/11/1 0:11,11,1665416,试用了一下，还不错，明天再洗件羽绒服试试
l***2,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 0:37,2016/11/4 0:17,8,1665416,物流送货及时，包装完好，好评！
j***4,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/12 0:14,2016/11/11 0:00,1,1665416,没想到这么快就送到了，真不知他们怎么搬到六层的，当时没在家让他们放门口了，回来搬不动费了好大劲才挪到屋里，洗衣房在阁楼，年龄大了搬不上去，希望能帮我搬到洗衣房，我愿付费用。
j***o,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/12 0:06,2016/11/11 0:03,1,1665416,物流超快，当天下单当天送到，这是我网购最快的一次，送货小哥服务一流，自己一人送上了四楼还帮我接好水管，他还是业余的。洗衣机很好，比之前买的松下好得多，反正很满意，价格也满意，给一百个赞
j***p,,金牌会员,,FALSE,5,2016/11/11 23:52,2016/10/24 21:04,18,1665416,洗衣机容量挺大的，京东自营店购买的产品质量有保障，还能保价
习***0,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 23:42,2016/11/1 0:02,10,1665416,不错，买电器，京东值得拥有，赞一个
j***d,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 23:15,2016/8/15 21:38,88,1665416,好用，好用，好用。比我以前的洗衣机好多了
背***5,天津,PLUS会员,,FALSE,5,2016/11/11 23:14,2016/11/1 0:04,10,1665416,东西很好，经济适用
j***g,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/11 23:01,2016/11/4 0:00,7,1665416,这次购物感觉超值！给个好评
j***草,山西,金牌会员,,FALSE,5,2016/11/11 22:56,2016/11/2 0:55,9,1665416,装修家 囤货 用后在追加评价
U***N,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/11 22:29,2016/11/10 18:57,1,1665416,上午刚收到货，很好，很愉快的一次购物。
D***z,,银牌会员,来自微信购物,FALSE,5,2016/11/11 22:25,2016/11/10 14:49,1,1665416,洗衣机我很喜欢，这是一次愉快购物
E***Q,,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/11 22:24,2016/11/4 10:22,7,1665416,洗衣机（海尔）8公斤帅气，不好又美观，还没安装好。
j***6,山西,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 22:23,2016/11/10 0:05,1,1665416,海尔洗衣机 电冰箱买了 好几件了，质量好，比王健林的房子强多了！给我丈母娘买的，很不错哦漂亮大气！
Z***u,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 22:09,2016/11/10 0:08,1,1665416,刚收到货，还没来得及用，送货快，送货师傅特别热情，赞一个。外型高端大气上档次，功能齐全，主要看中它有烘干，调温等功能。海尔老品牌，值得信赖！
h***9,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 22:08,2016/11/4 9:07,7,1665416,已收到货，师傅态度很好，很满意！
x***s,上海,PLUS会员[试用],,FALSE,5,2016/11/11 21:48,2016/11/1 9:44,10,1665416,送货速度快，试用了下，声音较小，其余等在使用后补评。
巴斯德号,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 21:40,2016/11/11 0:31,0,1665416,从下单到送到家共计13个小时，京东送货太及时了
y***n,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 21:39,2016/11/5 21:57,6,1665416,"海尔的洗衣机质量好，最看好的是送货，

8楼梯都送装一体值得赞?，服务没得说"
L***a,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 21:38,2016/10/9 17:43,33,1665416,不错
w***o,湖南,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 21:33,2016/11/10 21:42,1,1665416,物流很快，还没用。感觉很好的。希望不要我失望。
小***生,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 21:32,2016/8/15 13:19,88,1665416,海尔大品牌，可靠，放心。
强***6,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 21:19,2016/11/10 22:29,1,1665416,昨晚下单  今天中午就送到了  使用了很好
3***4,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 21:17,2016/10/11 16:02,31,1665416,无噪音、安静、容量够大，满意的一次购物。
彩***1,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 20:56,2016/11/10 0:24,1,1665416,之前就在用海尔的洗衣机，这次依然是海尔的，质量有保证，送货真快啊，凌晨买的，下午就到了，因为不方便，快递小哥晚上又给我送了一趟，很快安装好了，然后仔细的讲解用法。
j***h,,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/11 20:55,2016/11/10 0:31,1,1665416,不错的洗衣机！洗的很好！很不错！送的还很快！售后还有保障！
l***9,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 20:28,2016/11/10 22:12,1,1665416,京东快递很给力，昨晚下单今天上午久收到啦，包装完好
j***马,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 20:23,2016/10/10 0:48,32,1665416,用着还不错，但是比原来波轮式的洗衣机洗的要慢多了。老人家操作起来有点困难。
j***1,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 20:23,2016/11/10 0:15,1,1665416,物流速度很快，刚收到准备打电话安装，看起不错?
Thuan丶,,PLUS会员,,FALSE,5,2016/11/11 20:18,2016/11/5 20:54,6,1665416,送货员还亲自背上楼，帮安装好，服务态度也很好！洗衣机很时尚，简约风格！功能也强劲！
j***e,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 20:09,2016/11/1 0:01,10,1665416,暂时才安好还没用。感觉还行。用了追加评论
王***1,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:53,2016/11/4 23:00,7,1665416,不错，感觉高大上，那天有时间用用
大***事,江苏,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:37,2016/11/10 0:17,1,1665416,十号买的 今天就送到了 挺快的 洗衣机看着还可以 还没有用 应该不错
欣***5,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:36,2016/8/18 1:34,85,1665416,挺好的、很方便
j***8,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:16,2016/11/5 11:04,6,1665416,试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。
郑***维,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:14,2016/11/10 8:45,1,1665416,京东给力，物流给力，快递小哥更加给力！100多斤的洗衣机自己能够背起来。
j***z,广东,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 18:55,2016/11/4 8:16,7,1665416,空气洗这个功能很不错，我们把蚕丝被放进去洗，效果真的很好！
j***e,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/11 18:53,2016/11/10 1:40,1,1665416,我是第一次在京东上买东西宝贝收到了，质量很好，物流很快。试机声音很小，在这里非常感谢安装师傅。
m***b,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 18:50,2016/11/10 0:03,1,1665416,这个洗衣机有烘干功能，价格也很便宜，今天刚刚送来，双11的抢购的，看着真心不错哈！而且颜色又耐脏，比其他平台的的要便宜几大百哦，所以是相当划算的了！这下娃娃的衣服冬天可以烘干了！
c***1,,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 18:47,2016/11/10 0:03,1,1665416,洗衣机收到了，还没拆开，等师傅来安装
j***1,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 18:00,2016/11/10 8:14,1,1665416,不错 高端 大气 物流快 安装小哥也很热情
j***b,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 17:53,2016/11/1 12:31,10,1665416,洗衣声音很小，这两天天气不好，试试烘干很不错
a***2,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 17:23,2016/11/1 0:11,10,1665416,不错！
j***b,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 17:09,2016/11/4 22:55,7,1665416,帮朋友买的，发货快，服务好。特地问了朋友来评价的，洗衣机功能很强大。价格实惠，不错！
妙源京东,山西,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/11 16:58,2016/11/10 1:45,1,1665416,送给妻子的礼物！希望能减轻妻子的工作量。
j***0,四川,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 16:50,2016/9/26 23:56,46,1665416,挺有性价比的，噪音也不大
h***8,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 16:42,2016/11/1 16:11,10,1665416,不知道怎么样，还没用
N***P,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 16:36,2016/11/4 10:03,7,1665416,非常好，刚到家已将新房所有窗帘拆下来洗干净了，噪音小，颜值高，安装师傅态度好！
j***u,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/11 16:10,2016/10/4 22:37,38,1665416,好
e***1,广东,钻石会员,,FALSE,5,2016/11/11 16:08,2016/11/4 7:40,7,1665416,双十一价格还是很给力的，我觉得买支持国产的更好。性能比外国的不差，信价比也高。这款洗衣功能和烘干功能都不错，也很安静，烘干衣服的量不能太多4KG，时间有点长2个半小时，但是效果还可以抖一抖就可以的了。滚筒的省水省电一级能耗比，上排水的设计好不用改装地漏直接放到旁边的地盆里就可以了，水还可以回用洗地，只是排水管设计的有点短。另外加装了一个双头水龙头和一个滚轮底座245.低盘设计太低了，不加底座好像很容易地盘碰到水。
T***0,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 15:59,2016/11/5 11:16,6,1665416,这款洗衣机真的性价比超高！
f***9,福建,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/11 15:41,2016/11/10 0:04,1,1665416,洗衣机不错第二次购买了，很实用下次还会推荐朋友买
枯***槁,北京,PLUS会员,来自京东iPhone客户端,TRUE,5,2016/11/11 15:35,2016/11/10 6:55,1,1665416,回复就有豆赚，我是来赚豆的
好***眼,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 15:30,2016/11/10 2:39,1,1665416,好，好，好
j***7,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 15:17,2016/11/10 0:04,1,1665416,师傅服务很好，免费安装，之后用了再来追评
jd_wushua237,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/11/11 15:09,2016/11/10 1:20,1,1665416,很好，五楼也会帮忙抬上来，辛苦送货师傅了，机子很高大尚，
c***陈,广东,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/11 14:49,2016/11/10 1:32,1,1665416,不错物流很快，师傅服务态度也很好，支持京东自营产品
